entry_id,title,artist,album,playlist_name,playlist_description
3VmgebuqKphtbuCAYo5sAs,Sakura III,Elijah Nang,Gaijin,Timeless,"Tune into the quiet depths of trust, where vision is born and the unseen takes shape. Belief turns the invisible into reality, unfolding like a dream."
1q90u7ZAF9XUontn93huAl,Rumble,Link Wray,Link Wray,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences."
46uslKoY3ffmcVWkihYepK,Road Of The Lonely Ones,Madlib,Sound Ancestors,Morning Mood,This lighthearted and eclectic compilation invites listeners to embark on a joyful journey across a vibrant ocean of sound.
3Mrn8BzOgZ54KEOXOTl4jW,Riversong,Tonto's Expanding Head Band,Zero Time,Enchanted Gardens,"A lush tapestry of textured sound and gentle melodies, weaving avant-garde electronics with astral tones, designed to support both guided and solo psilocybin journeys.
"
1bokCVvc9srmjMlgj3M4jO,Dream Prayer - Live,Chantress Seba,Light Healing (Live Sessions),Altered States,"This curated compilation blends shamanic themes with energetic elements, designed to heighten and expand altered states for both therapeutic and recreational sessions."
6hhFgKolTIo0PTVxvDzxOm,Rising Into Light - Live,Chantress Seba,Light Healing (Live Sessions),Altered States,"This curated compilation blends shamanic themes with energetic elements, designed to heighten and expand altered states for both therapeutic and recreational sessions."
V6N7tSEujFmu80s8w1rDs,Ra Heset - Live,Chantress Seba,Light Healing (Live Sessions),Genesis,"Creation is the profound act of bringing life into being—giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression."
3qf4SpCycYVyf3cfoaFh8W,Rio Grande,Ikebe Shakedown,Stone by Stone,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. "
3H8A2R2TlCejQay5HdQFCv,In Via,Vril,Anima Mundi,Unwind,"This cinematic and expansive blend fuses saxophone, experimental piano, and orchestral strings to evoke inspiration and the splendor of nature."
6DxYb9NYtSWOusao1EQHTy,Riese - Rework,Vril,Anima Mundi,Unwind,"This cinematic and expansive blend fuses saxophone, experimental piano, and orchestral strings to evoke inspiration and the splendor of nature."
1L4qcdUTurDLqDOaId3H3T,Haus - Rework,Vril,Delsin Records - Best of 2018,Electric Horizon,"Electronic music unlocks new dimensions of awareness, soundtracking this generation’s dance to freedom."
4M4tyrMh157LIUtwUCBsTQ,Return to Source - David Satori Remix,"Poranguí,Liquid Bloom,David Satori",Kuya Sessions: Samadhi Remixes,Altered States,"This curated compilation blends shamanic themes with energetic elements, designed to heighten and expand altered states for both therapeutic and recreational sessions."
2BgXSwlaPmnvKN9jb2y2ze,Rest of My Life,"Guts,Lorine Chia,Tanya Morgan",Eternal,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. "
5FjCYqJ1S4gcLc7Ik1sc34,Renaissance,HTRK,Death is a Dream,Renaissance,"This curation ignites transformation, urging us to envision ourselves beyond the present and embrace a higher, more evolved self."
2Iarub4S8KlTVa4k8WBiVN,REMAIN - Olga Wojciechowska Rework,"Nathan Fake,Olga Wojciechowska",Providence Reworks: Part II,Deep Tea,"A journey of introspection, evoking the serene energy of a sacred temple and the soothing warmth of tea notes that awaken the mind."
2MFkpVJ5B2zWgemITtKPzT,Reboot Jam,Krusseldorf,Fractal World,Cosmic Smooth,"This eclectic collection of shimmering soundscapes blends psychedelia, ambient textures, and dreamy tones to inspire flow and ease."
10uK6VSbbuiciuFbsTxQaY,Rain Across the Gemini,Krusseldorf,Fractal World,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses."
45mwbchTgcFYfY66P8IHE8,Shutdown,Krusseldorf,Fractal World,Deep Distance,"Tune in and drift between worlds, where thoughts and intentions shape reality like a lucid dream, full of possibility."
6468IpX0L3SEaGHktt1t8o,Spirit Ale,Krusseldorf,Fractal World,Inhale,
6lAesder9vu6pwRr2j2xiR,Circuit Boarding,Krusseldorf,Fractal World,Cosmic Flow,"A sonic journey at the intersection of meditation, shamanism, and experimental psychedelia, where deep, mystical, and energetic sounds converge. "
3GCKDIAJOaQGqh056reCtl,Rainy Nights,Azaleh,Rainy Nights,Mystic Love,"Love in all its forms serves as the catalyst for our spiritual metamorphosis, a force that purifies, elevates, and guides us toward a higher state of being."
6Qt8DXUIUYHFIJGAcUs4jH,Rainbow Voice,"David Hykes,The Harmonic Choir",Hearing Solar Winds,Sonic Depths,Dive into an electronic journey where enchanting sounds merge with evocative ambiance and captivating synthesizers. 
7oZ7THJKrZXzybIvrk4gnr,Rainbow Rituals,Constant Shapes,Rainbow Rituals,Cosmic Drift,"A cosmic blend of harps, Persian classical, spiritual house, and electronic music, igniting the imagination.


"
7uNwQB82jEgMLR4UtWCPQs,Rack railway To,Roberto Musci,Tower Of Silence,Enchanted Gardens,"A lush tapestry of textured sound and gentle melodies, weaving avant-garde electronics with astral tones, designed to support both guided and solo psilocybin journeys.
"
2MMTwSHWxonHSL9sxjGsu5,Quicksand,"Joe Yorke,Stand High Patrol",Quicksand,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences."
2SCU2eI5cPvfDvpx4ULkdk,Pura Vida,Guts,Guts (Le Bienheureux),Timeless,"Tune into the quiet depths of trust, where vision is born and the unseen takes shape. Belief turns the invisible into reality, unfolding like a dream."
4PeHVSOqNR7tN6bPcUlpq4,Processions,"Paul Horn,Keola Beamer,Christopher Hedge",Himalayan Sessions,Dreams & Bliss,"Fusing electronic textures with traditional instruments and western melodies, this compilation creates a deeply spiritual and cinematic atmosphere."
5WfdSpAENwSq68umWF9n9F,Prayers i,Teebs,Anicca,Unwind,"This cinematic and expansive blend fuses saxophone, experimental piano, and orchestral strings to evoke inspiration and the splendor of nature."
4QDUcaSIdp9HS46L1Jj3fB,Post Houmous,Morcheeba,Who Can You Trust? / Beats & B-Sides,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences."
1yQaePj0PxULCyfzev4Oqo,Phasma Gigas,Molero,Ficciones Del Trópico,Experimental ,"An experimental ambient soundbath, blending doom, metal, and electronic aesthetics with minimal, classical, and progressive tones. "
1JSJwMN5dj4hNbYUm8UaBK,Past,Sub Sub,Full Fathom Five,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible."
zz8ZI4C4Gguk6wi5UB9kv,Only You (feat. Tame Impala),"Theophilus London,Tame Impala",Only You (feat. Tame Impala),Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. "
2mHlCjKyxLNQA8IHGR8cBM,Onda,Dirk Maassen,Zenith,Unwind,"This cinematic and expansive blend fuses saxophone, experimental piano, and orchestral strings to evoke inspiration and the splendor of nature."
73xYeSygXcePYBVBlLsmq2,Old Graffiti,Bibio,Ribbons,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences."
4XWfLkuZIMD6SSM2VsddXA,Oceans Apart,Ben Crosland,The Turn,Unwind,"This cinematic and expansive blend fuses saxophone, experimental piano, and orchestral strings to evoke inspiration and the splendor of nature."
4jopLq00maTvbaWvcqsDlX,NW2E,Nuke Watch,Countdown,Enchanted Gardens,"A lush tapestry of textured sound and gentle melodies, weaving avant-garde electronics with astral tones, designed to support both guided and solo psilocybin journeys.
"
Hqf6bD8nJN21e9mM4TBKD,November,"Joseph Shabason,Gigi Masin",Anne,Slow Splendor,"This delicate compilation blends atmospheric jazz and ethereal electronica, drifting gracefully between the everyday and the sublime."
yEkFFXNn80MVcemg9yN7G,Nostalgia,Matteo Myderwyk,A brief nostalgia,Organic Rhythms,"This melodious soundscape showcases guitar in various forms, tabla, and drums, creating a driving, revitalizing, sensual, and expansive experience."
23Q32MC3vlAmViDBTGzduf,North Cormorant Obscurity,Rykard,Arrive The Radio Beacon,Easy Motion,
2duq9Y1xX7XPqbYUgSUkW1,Nomad,"Bedouin Burger,Zeid Hamdan,Lynn Adib",Ma Li Beit,Mystic Love,"Love in all its forms serves as the catalyst for our spiritual metamorphosis, a force that purifies, elevates, and guides us toward a higher state of being."
5tP3cewvJepIs3q7iBM95l,"Nocturne No. 8 in D-Flat Major, Op. 27 No. 2","Frédéric Chopin,Park Eun Shik",The Nocturnes,Ethereal Nature,"This meditative compilation blends nature sounds with ambient, dreamy soundscapes and a hint of Eastern influences."
DeylDcwcI7nIGzhkWS0BG,No Words Left,"Hanakiv,Alabaster DePlume",Goodbyes,Graceful Waltz,"Minimalist, introspective, and immersive, featuring lush, dreamlike, cinematic soundscapes."
2WEC86NDWWCQQGWpj5Gyp3,Nisyan,Ahmed Fakroun,Compilation,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. "
5wuXCoIwOWoqcjJej393M9,Nightvision,Daft Punk,Discovery,Inner Roads,"A journey through magical realism, where the extraordinary meets the everyday and belief shapes reality."
5JGj3PsZsLpFqco1wTUqVM,Nightcrawler,Nosaj Thing,Nightcrawler,Unwind,"This cinematic and expansive blend fuses saxophone, experimental piano, and orchestral strings to evoke inspiration and the splendor of nature."
26scYu42KpuZnueNzKmq0K,Night,"Ludovico Einaudi,Amsterdam Sinfonietta",Elements (Deluxe Edition),Celestial Romance,"In a vast universe of infinite possibilities, finding a heart that aligns with ours feels miraculous, a cosmic soundscape evoking the boundless expanse of space and time."
36mdP5bVEJ9mjUoVAHvD7T,Nectar Drop,DJ Drez,Jahta Beat: The Lotus Memoirs,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences."
4cqHHhFh1oHAmm2ZMI6lMz,Natural Interlude #1,Natural Interlude,Americana Series: Mountain Aire,Ethereal Nature,"This meditative compilation blends nature sounds with ambient, dreamy soundscapes and a hint of Eastern influences."
7aMhasLEcxGgeIa5KgRM76,Native Flute 192 Hz,Relaxation Meditation Songs Divine,"Binaural Hz Tones (Solfeggio Frequencies Healing Meditation, Relaxation, Stress Reduction, Repair DNA, Binaural Beats for Anxiety, Depression, Migraine)",Delta Dreams,"A soothing blend of delta and theta waves at 432 Hz, perfect for sleep, relaxation, and sound therapy. "
YNLjPaOMrUY9TXSixvgB0,Midnight Blue,Sainkho Namtchylak,Naked Spirit,Deep Tea,"A journey of introspection, evoking the serene energy of a sacred temple and the soothing warmth of tea notes that awaken the mind."
5YVC5rceXXKjf0jp5IbDtH,Naked Spirit (featuring Djivan Gasparyan),Sainkho Namtchylak,Naked Spirit,Deep Tea,"A journey of introspection, evoking the serene energy of a sacred temple and the soothing warmth of tea notes that awaken the mind."
5zaDxPqEyZwERJIHWeJM3x,From me to you,Sainkho Namtchylak,Sacred Planet (From women & man to gods & godnesses),Deep Distance,"Tune in and drift between worlds, where thoughts and intentions shape reality like a lucid dream, full of possibility."
6IwKZKYDefgudE9WZok6yE,My Things,Alpha,Come From Heaven,Oceanic Feeling,
2WQ8TIvYri6zn8GAqnKEKA,Music for Tundra Pt. 1,Tim Hecker,Haunt Me,Experimental ,"An experimental ambient soundbath, blending doom, metal, and electronic aesthetics with minimal, classical, and progressive tones. "
1qqaG8BDk2SKpySD9x28Wm,Mountain Eagle - The Black Frame Desert Mix,"Rebolledo,The Novotones,The Black Frame",Mountain Eagle (The Black Frame Desert Mix),Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences."
7vrjIhJUcv8ZCbF0sLyk35,Mother Whale,"Ekoa,Pata Negra",Mother Whale,Mystic Love,"Love in all its forms serves as the catalyst for our spiritual metamorphosis, a force that purifies, elevates, and guides us toward a higher state of being."
7o9CnzhZW5eAKtUgQgq0zx,Morning Mood,mar-feliz,Morning Mood,Morning Glory,"This relaxed, uplifting compilation weaves soulful sounds into a vibrant tapestry, creating a peaceful yet energizing atmosphere."
RH8krvAZXJiQeGSViVkLA,Let It Slide,Desmond Cheese,Peace & Quiet,Cosmic Smooth,"This eclectic collection of shimmering soundscapes blends psychedelia, ambient textures, and dreamy tones to inspire flow and ease."
2Sw3LV3GIpTyo7ajEVNuPu,Pimp Floyd,Desmond Cheese,Peace & Quiet,On the beach,
4lC2VSRwxt0YcFzoTa9v9g,Morning Glory,Desmond Cheese,Sunrise and Set,Morning Glory,"This relaxed, uplifting compilation weaves soulful sounds into a vibrant tapestry, creating a peaceful yet energizing atmosphere."
6wnJAEBeCIX5nd3lbtcc1j,Moonlight Sonata,Ludwig van Beethoven,Moonlight Sonata - Single,Timeless,"Tune into the quiet depths of trust, where vision is born and the unseen takes shape. Belief turns the invisible into reality, unfolding like a dream."
3eesOz8JolWg6yGd94HxKR,Moon Magic (Chandra) (Part 1 - Alap),Stevin McNamara,Shanti Guitar,Electric Horizon,"Electronic music unlocks new dimensions of awareness, soundtracking this generation’s dance to freedom."
1XDON2DfDXD94gcef5mXfz,Awake,Tycho,Awake,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible."
slOrkMEBQ4Sg9HUXRAX6p,Montana,Tycho,Awake,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences."
kHH80LakAxecO24rUj1Mm,Monagah (Prayer),Mohammed Naiem,Hossam Ramzy Presents: Master of the Arabian Flute,Deep Tea,"A journey of introspection, evoking the serene energy of a sacred temple and the soothing warmth of tea notes that awaken the mind."
1rhk6oTu4RbugSenpjlChn,Molfsee - 2019 remaster,Ulrich Schnauss,Far Away Trains Passing By,Inner Roads,"A journey through magical realism, where the extraordinary meets the everyday and belief shapes reality."
2Os48ZIFVvp1xT2hg8ttN2,Minamata Piano Theme,Ryuichi Sakamoto,Minamata (Original Motion Picture Soundtrack),Slow Splendor,"This delicate compilation blends atmospheric jazz and ethereal electronica, drifting gracefully between the everyday and the sublime."
9tr38nE2CdXw9vqUNzhHl,Miloli'i Slack Key,Ken Emerson,Slack Key Guitar,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. "
4UcAAoWPzJ0upv4ocriXdX,Midnight Laughter,"MONKYMAN,Pshiuu",Fable,Deep Distance,"Tune in and drift between worlds, where thoughts and intentions shape reality like a lucid dream, full of possibility."
6loHjdjncHiF8iboclHz2I,Midnight Feast,Mr. Scruff,Keep It Unreal (10th Anniversary Analogue Remaster Edition),Inner Roads,"A journey through magical realism, where the extraordinary meets the everyday and belief shapes reality."
R1iO1T1mkBYYpQivYFbvg,Merhaba,Qadir Bijoux,MEWE.,Morning Glory,"This relaxed, uplifting compilation weaves soulful sounds into a vibrant tapestry, creating a peaceful yet energizing atmosphere."
43BKxaWgEHAWZdSqj8ZdzE,Menagerie,Baraka,Aquarium,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible."
1KKqus1MEvYN1uFs1RE7Me,Meditation,Turu Anasi,Meditation,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences."
1DRfpORXmYbz19Nebuaxa4,Grow - A COLORS ENCORE,FACESOUL,YSRA,Altered States,"This curated compilation blends shamanic themes with energetic elements, designed to heighten and expand altered states for both therapeutic and recreational sessions."
1zor8jGm3WZIqkKOW7OxuD,Medicine,FACESOUL,YSRA,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible."
650p8DlrZM4VQTkFQLkJQ4,Love,FACESOUL,YSRA,Genesis,"Creation is the profound act of bringing life into being—giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression."
6ozNlr41gp1lx4DqWzokpx,Matches - Maugli Remix,"Rapossa,MAUGLI",Matches Remixes,Mystic Love,"Love in all its forms serves as the catalyst for our spiritual metamorphosis, a force that purifies, elevates, and guides us toward a higher state of being."
1j8jkvyaMC20PWQxCLyxEc,Made To Be Wanting - Piano Version,Job Roggeveen,Job Roggeveen plays Happy Camper,Mystic Love,"Love in all its forms serves as the catalyst for our spiritual metamorphosis, a force that purifies, elevates, and guides us toward a higher state of being."
6EvfvpUCkMcwnbho4YNS4t,Lovesick,Jon Kennedy,14,Inner Roads,"A journey through magical realism, where the extraordinary meets the everyday and belief shapes reality."
77ZSF31vrLkX9ZmBtX1TME,Epic Dream,Vega Trails,Tremors in the Static,Dreams & Bliss,"Fusing electronic textures with traditional instruments and western melodies, this compilation creates a deeply spiritual and cinematic atmosphere."
3yyDUjQC2Q69tQBLaTRrDx,Love Your Grace,Vega Trails,Tremors in the Static,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences."
4911RKerAWEoWcsZZ1jizp,Home,David Helpling,Between Green and Blue,Deep Tea,"A journey of introspection, evoking the serene energy of a sacred temple and the soothing warmth of tea notes that awaken the mind."
3UNIcdwGGvPwDQCObxKS8u,Worlds,David Helpling,Between Green and Blue,Renaissance,"This curation ignites transformation, urging us to envision ourselves beyond the present and embrace a higher, more evolved self."
1yjCVdFF3Ppd5IXChsyKVc,Loss Of Words,David Helpling,Between Green and Blue,Transition,"By embracing the feelings that align with our deepest truths, we unlock the power to manifest what we believe is possible. "
4XagHC06AbQeOrLoWcGHET,Loosen,Aly Halpert,Loosen,Mystic Love,"Love in all its forms serves as the catalyst for our spiritual metamorphosis, a force that purifies, elevates, and guides us toward a higher state of being."
2IyXUJceaeFEiTmKUDqFir,Look of Love,The Cancel,Look of Love,Morning Glory,"This relaxed, uplifting compilation weaves soulful sounds into a vibrant tapestry, creating a peaceful yet energizing atmosphere."
3eJjIKjer4L843MbrDJE8u,London Bridges,Grandbrothers,Open,Morning Glory,"This relaxed, uplifting compilation weaves soulful sounds into a vibrant tapestry, creating a peaceful yet energizing atmosphere."
4RXsWvEExGtiGsT9pGJtnC,Open,Grandbrothers,Open,Genesis,"Creation is the profound act of bringing life into being—giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression."
2UahsntZLhekRb2HmgUTTe,Sou Beija Flor,Grandbrothers,Open,Genesis,"Creation is the profound act of bringing life into being—giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression."
2L7Zaf4jnR7rOUHVxC21Fk,Ripples,Grandbrothers,Open,Eclectic Zen,"Each note takes us closer to the eternal, each harmony a bridge to the unseen. In music's embrace, we transcend the ordinary, touching the infinite with every beat."
HGh6LSlNYRYwqASJ4WNGZ,Llum,Sunniai,Five Two Eight,Altered States,"This curated compilation blends shamanic themes with energetic elements, designed to heighten and expand altered states for both therapeutic and recreational sessions."
5pzDfezLbPOykrn2fpssQq,Llora Yavanna,Barry Walker Jr.,Diaspora Urkontinent,Electric Horizon,"Electronic music unlocks new dimensions of awareness, soundtracking this generation’s dance to freedom."
2Ku0gM23Y1FBiqChs2zMNa,First Life,Barry Walker Jr.,Diaspora Urkontinent,House of the Setting Sun,
mSLt5iVB3u6ecvzOPwQUg,Lilacs In The Rain,Junior Mance,Junior,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences."
7vX7sX0WgkfpskDk9bze3c,Like It Is - Remastered,Yusef Lateef,The Blue Yusef Lateef,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. "
nUebD2LsNevvXZ43XLwdV,Life on Earth,"Lord Echo,Mara TK",Harmonies,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences."
13EWuDjhkVIYUjAIQa6FSh,Liberation,Harold van Lennep,Liberation,Morning Glory,"This relaxed, uplifting compilation weaves soulful sounds into a vibrant tapestry, creating a peaceful yet energizing atmosphere."
1GpWSp7ombydwFay6Z6qFs,There There,Rumpistol,After the Flood,Serendipity,"This spacious, melodic ambient selection is ideal as background music for serene moments and gentle, mindful activities."
1WwLXmqhVLYyD1LrpyiWjt,Letting Go,Rumpistol,After the Flood,Cosmic Drift,"A cosmic blend of harps, Persian classical, spiritual house, and electronic music, igniting the imagination.


"
6d6Iyg5kyCEv23Kp50ORo4,Gargamel & Cholic,Rumpistol,Rumpistol,Cosmic Drift,"A cosmic blend of harps, Persian classical, spiritual house, and electronic music, igniting the imagination.


"
6SXvXrcDdnElZ0R4xUGG1F,Leaf Encoder,Okami (Ọ),Leaf Encoder,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. "
6PCo6jHfDNgpkYj2mX6dva,Le Chat du Rabbin - Générique début,Le Chat du Rabbin (Bande originale du film),"Olivier Daviaud,Enrico Macias,Amsterdam Klezmer Band",Mystic Love,"Love in all its forms serves as the catalyst for our spiritual metamorphosis, a force that purifies, elevates, and guides us toward a higher state of being."
1iZA1XvDCjNUTiXXEeEddZ,Lazin' in My Sleep,Kinloch Nelson,Partly on Time: Recordings (1968-1970),Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences."
5ubaFgbOeNn0J9BtcuMLoc,Last Walk Around Mirror Lake - Boards of Canada Remix,"Boom Bip,Boards of Canada",Corymb,Inner Roads,"A journey through magical realism, where the extraordinary meets the everyday and belief shapes reality."
4ndr6icm43UNZWa1WMkBKj,Labour,Paradox Interactive,Europa Universalis III: Music of the World,Organic Rhythms,"This melodious soundscape showcases guitar in various forms, tabla, and drums, creating a driving, revitalizing, sensual, and expansive experience."
1eB0FsVohceXOJ2HgrI6D3,La Vigie,"Sterling Grove,Ellyn Woods,Black Lotus",Parallel Lines,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible."
6f8eaBNhCM7zbmpCEF4dld,L'entraide - Variation,Zzzzra,L'entraide,Electric Horizon,"Electronic music unlocks new dimensions of awareness, soundtracking this generation’s dance to freedom."
4zGqm2fexc6RLxP39Oc5Y2,Koop Island Blues,"Koop,Ane Brun",Koop Islands,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. "
4WRYvWavGDcM1WmLEFWcHb,kind zo,"Ulla,Ultrafog",It Means A Lot,Timeless,"Tune into the quiet depths of trust, where vision is born and the unseen takes shape. Belief turns the invisible into reality, unfolding like a dream."
63UEzh11Z2ddnHQljquIpO,Introspection - Edit,Laraaji,Introspection (Edit),Morning Alchemy,"Begin your day with a smooth and expansive serenade featuring a blend of ambient, blues, gospel, and experimental sounds. "
4Zx0P9vUAGkcyDluMunfOG,Somewhere Here,"Laraaji,Arji OceAnanda,Dallas Acid",Arrive Without Leaving,Sonic Depths,Dive into an electronic journey where enchanting sounds merge with evocative ambiance and captivating synthesizers. 
5F1i4gO3moTBgSjGIGIg4G,Full Moon Serenade,"Laraaji,Arji OceAnanda,Dallas Acid",Arrive Without Leaving,Dreams of the Void,"This ethereal curation defies gravity and dissolves time, lifting you into a weightless state and transcending the third dimension with flowing electronic waves."
6vxiJuDJ1wVFJdYSLMNz5k,Unicorns In Paradise,Laraaji,Celestial Music 1978 - 2011,Mystic Love,"Love in all its forms serves as the catalyst for our spiritual metamorphosis, a force that purifies, elevates, and guides us toward a higher state of being."
1UTsyLZZNDAgfKB0yCOJY8,Kalimba (Glimpse),Laraaji,Kalimba,Cosmic Focus,"Let sound guide your attention to what matters most. A compilation designed to enhance focus, clarity, and concentration."
3uBGrXqAqdbPYNzFMgbhUv,Kalahuayo Yuyay,Los Calchakis,L'art de la flûte de pan andine,Organic Rhythms,"This melodious soundscape showcases guitar in various forms, tabla, and drums, creating a driving, revitalizing, sensual, and expansive experience."
7HNYhoCIRzfs2j0TBFQ94l,Jal,Talvin Singh,Jal,Deep Tea,"A journey of introspection, evoking the serene energy of a sacred temple and the soothing warmth of tea notes that awaken the mind."
6IkyFynH5YMbfwIWgxK7PR,Introduction (Titles),Danny Elfman,Edward Scissorhands,Mystic Love,"Love in all its forms serves as the catalyst for our spiritual metamorphosis, a force that purifies, elevates, and guides us toward a higher state of being."
45lB5tAsrHd3sU0rhsJDxt,Intro 808,AxMod,Brooke,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. "
4SoQN9OkrdKIa0coRXi512,In Plain Sight,Celia Hollander,2nd Draft,Cosmic Drift,"A cosmic blend of harps, Persian classical, spiritual house, and electronic music, igniting the imagination.


"
2v1uL2ZiQ7r074jJp75vc9,Il était une fois,Nomade,Cat's Eyes,Mystic Love,"Love in all its forms serves as the catalyst for our spiritual metamorphosis, a force that purifies, elevates, and guides us toward a higher state of being."
3ibyk3iAfWR8HX8ZU7clTW,Ice for Aureliano Buendia,Evgeny Grinko,Ice for Aureliano Buendia (Deluxe Edition),Mystic Love,"Love in all its forms serves as the catalyst for our spiritual metamorphosis, a force that purifies, elevates, and guides us toward a higher state of being."
1TCiXUu0UngY9B8aG4rRWg,I'm Still a Man (Lord Have Mercy) - Instrumental,"Willie West,Cold Diamond & Mink",I'm Still a Man (Lord Have Mercy),Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences."
01zuraaixptaiYwfywtgY1,I skyn,Prins Emanuel,Diagonal Musik,Mystic Love,"Love in all its forms serves as the catalyst for our spiritual metamorphosis, a force that purifies, elevates, and guides us toward a higher state of being."
4nDu2bxAdDRXxxcr2TgszD,Vinden,Prins Emanuel,Diagonal Musik,Grounding,
5SEH6wSt8uqCUJYjNNC3zO,I Am the Light,Zen That Beat,Yoga: Volume One,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible."
1stMti3yOA84e9c49Pmqzy,i (elation),Orpheo McCord,music for ketamine therapy vol. 1,Cosmic Drift,"A cosmic blend of harps, Persian classical, spiritual house, and electronic music, igniting the imagination.


"
4FyV6dNJ1n75xEpHiIYk5Y,iii (dust),Orpheo McCord,music for ketamine therapy vol. 1,Subtle Body,"Ethereal tones and primal rhythms blend to awaken the senses, inviting introspection and connection to the unseen."
74zGIRkLl32cEZWNEt6cwZ,House,Ulla Straus,Big Room,Unseen Worlds,This compilation draws inspiration from spiritual musical traditions worldwide and the transformative healing power of the drum.
6HijFV496wKhGkZpvZOGt0,Horizon - Poolside Remix,"Tycho,Poolside",Horizon (Poolside Remix),Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. "
2Nsut5cdXEvSgpBfVrOtWt,Heavenly,Elise Magnefold,Heavenly,Electric Horizon,"Electronic music unlocks new dimensions of awareness, soundtracking this generation’s dance to freedom."
7eL03XZKZJnlyuTQoLQXSq,Happy Easters,Gareth Dickson,Quite A Way Away,Transition,"By embracing the feelings that align with our deepest truths, we unlock the power to manifest what we believe is possible. "
5IFDYOB8YixexVaPdO4Gs1,Freedom at the 45th Floor,Pauline Anna Strom,Trans-Millenia Music,Enchanted Gardens,"A lush tapestry of textured sound and gentle melodies, weaving avant-garde electronics with astral tones, designed to support both guided and solo psilocybin journeys.
"
5wNmTgUwCAelmnWyNJkCwn,Rain on Ancient Quays,Pauline Anna Strom,Trans-Millenia Music,Ambient Odyssey,"A soundscape of timeless and contemporary ambient and new-age music, designed to calm the mind and lift the spirit."
6MUpAmhWqsuzsHvx0vJNAp,Mushroom Trip,Pauline Anna Strom,Trans-Millenia Music,Enchanted Gardens,"A lush tapestry of textured sound and gentle melodies, weaving avant-garde electronics with astral tones, designed to support both guided and solo psilocybin journeys.
"
