entry_id,title,artist,album,playlist_name,playlist_description,audio_key,duration
7uNwQB82jEgMLR4UtWCPQs,Rack railway To,Roberto Musci,Tower Of Silence,Cosmic Compass,"This selection sits in a spiritual / cosmic ambient space, blending new age synthesis, early electronic minimalism, sacred jazz, and mystical soundscapes.",catalog.app/Rack railway To.flac,3:47
2MMTwSHWxonHSL9sxjGsu5,Quicksand,"Joe Yorke,Stand High Patrol",Quicksand,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences.",catalog.app/Quicksand.flac,4:00
2SCU2eI5cPvfDvpx4ULkdk,Pura Vida,Guts,Guts (Le Bienheureux),Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible.",catalog.app/Pura Vida.mp3,3:33
4PeHVSOqNR7tN6bPcUlpq4,Processions,"Paul Horn,Keola Beamer,Christopher Hedge",Himalayan Sessions,Morning Glory,"This relaxed, uplifting compilation weaves soulful sounds into a vibrant tapestry, creating a peaceful yet energizing atmosphere.",catalog.app/Processions.flac,9:37
5WfdSpAENwSq68umWF9n9F,Prayers i,Teebs,Anicca,Unwind,"This cinematic and expansive blend fuses saxophone, experimental piano, and orchestral strings to evoke inspiration and the splendor of nature.",catalog.app/Prayers i.mp3,1:57
4QDUcaSIdp9HS46L1Jj3fB,Post Houmous,Morcheeba,Who Can You Trust? / Beats & B-Sides,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences.",catalog.app/Post Houmous.flac,1:47
1yQaePj0PxULCyfzev4Oqo,Phasma Gigas,Molero,Ficciones Del Trópico,Organic Rhythms,"This melodious soundscape showcases guitar in various forms, tabla, and drums, creating a driving, revitalizing, sensual, and expansive experience.",catalog.app/Phasma Gigas.mp3,4:29
1JSJwMN5dj4hNbYUm8UaBK,Past,Sub Sub,Full Fathom Five,Inner Roads,"A journey through magical realism, where the extraordinary meets the everyday and belief shapes reality.",catalog.app/Past.mp3,2:55
zz8ZI4C4Gguk6wi5UB9kv,Only You (feat. Tame Impala),"Theophilus London,Tame Impala",Only You (feat. Tame Impala),Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. ",catalog.app/Only You (feat. Tame Impala).flac,3:35
2mHlCjKyxLNQA8IHGR8cBM,Onda,Dirk Maassen,Zenith,Instrumental Muse,"A serene selection of classical masterpieces, weaving soft, feminine melodies that draw you inward and gently elevate the moment.",catalog.app/Onda.mp3,3:56
73xYeSygXcePYBVBlLsmq2,Old Graffiti,Bibio,Ribbons,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences.",catalog.app/Old Graffiti.flac,3:28
4XWfLkuZIMD6SSM2VsddXA,Oceans Apart,Ben Crosland,The Turn,Instrumental Muse,"A serene selection of classical masterpieces, weaving soft, feminine melodies that draw you inward and gently elevate the moment.",catalog.app/Oceans Apart.mp3,1:18
4jopLq00maTvbaWvcqsDlX,NW2E,Nuke Watch,Countdown,Cosmic Compass,"This selection sits in a spiritual / cosmic ambient space, blending new age synthesis, early electronic minimalism, sacred jazz, and mystical soundscapes.",catalog.app/NW2E.flac,2:16
Hqf6bD8nJN21e9mM4TBKD,November,"Joseph Shabason,Gigi Masin",Anne,Slow Splendor,"This delicate compilation blends atmospheric jazz and ethereal electronica, drifting gracefully between the everyday and the sublime.",catalog.app/November.mp3,5:09
yEkFFXNn80MVcemg9yN7G,Nostalgia,Matteo Myderwyk,A brief nostalgia,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/Nostalgia.flac,3:21
23Q32MC3vlAmViDBTGzduf,North Cormorant Obscurity,Rykard,Arrive The Radio Beacon,Inner Roads,"A journey through magical realism, where the extraordinary meets the everyday and belief shapes reality.",catalog.app/North Cormorant Obscurity.flac,3:17
2duq9Y1xX7XPqbYUgSUkW1,Nomad,"Bedouin Burger,Zeid Hamdan,Lynn Adib",Ma Li Beit,Mystic Love,"This selection blends spiritual downtempo, psychedelic soul, ambient jazz, and cosmic textures, balancing groove and transcendence.",catalog.app/Nomad.flac,3:57
5tP3cewvJepIs3q7iBM95l,"Nocturne No. 8 in D-Flat Major, Op. 27 No. 2","Frédéric Chopin,Park Eun Shik",The Nocturnes,Morning Alchemy,"Begin your day with a smooth and expansive serenade featuring a blend of ambient, blues, gospel, and experimental sounds. ","catalog.app/Nocturne No. 8 in D-Flat Major, Op. 27 No. 2.mp3",6:34
DeylDcwcI7nIGzhkWS0BG,No Words Left,"Hanakiv,Alabaster DePlume",Goodbyes,Slow Splendor,"This delicate compilation blends atmospheric jazz and ethereal electronica, drifting gracefully between the everyday and the sublime.",catalog.app/No Words Left.mp3,7:18
2WEC86NDWWCQQGWpj5Gyp3,Nisyan,Ahmed Fakroun,Compilation,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Nisyan.flac,4:16
5wuXCoIwOWoqcjJej393M9,Nightvision,Daft Punk,Discovery,Inner Roads,"A journey through magical realism, where the extraordinary meets the everyday and belief shapes reality.",catalog.app/Nightvision.flac,1:44
5JGj3PsZsLpFqco1wTUqVM,Nightcrawler,Nosaj Thing,Nightcrawler,Unwind,"This cinematic and expansive blend fuses saxophone, experimental piano, and orchestral strings to evoke inspiration and the splendor of nature.",catalog.app/Nightcrawler.mp3,3:45
26scYu42KpuZnueNzKmq0K,Night,"Ludovico Einaudi,Amsterdam Sinfonietta",Elements (Deluxe Edition),Celestial Romance,"In a vast universe of infinite possibilities, finding a heart that aligns with ours feels miraculous, a cosmic soundscape evoking the boundless expanse of space and time.",catalog.app/Night.mp3,5:30
36mdP5bVEJ9mjUoVAHvD7T,Nectar Drop,DJ Drez,Jahta Beat: The Lotus Memoirs,Morning Glory,"This relaxed, uplifting compilation weaves soulful sounds into a vibrant tapestry, creating a peaceful yet energizing atmosphere.",catalog.app/Nectar Drop.mp3,4:00
4cqHHhFh1oHAmm2ZMI6lMz,Natural Interlude #1,Natural Interlude,Americana Series: Mountain Aire,Ethereal Nature,"This meditative compilation blends nature sounds with ambient, dreamy soundscapes and a hint of Eastern influences.",catalog.app/Natural Interlude #1.mp3,1:05
7aMhasLEcxGgeIa5KgRM76,Native Flute 192 Hz,Relaxation Meditation Songs Divine,"Binaural Hz Tones (Solfeggio Frequencies Healing Meditation, Relaxation, Stress Reduction, Repair DNA, Binaural Beats for Anxiety, Depression, Migraine)",Binaural Waves,"Experience immersive binaural beats that deepen meditation, improve sleep, boost focus, and spark creativity, guiding you into deep relaxation and inspiration.",catalog.app/Native Flute 192 Hz.mp3,4:06
YNLjPaOMrUY9TXSixvgB0,Midnight Blue,Sainkho Namtchylak,Naked Spirit,Silent Dream,"This journey blends shamanic rhythms, mystical vibes, and primal sounds to create a deep, meditative atmosphere for relaxation and inner exploration.",catalog.app/Midnight Blue.mp3,2:04
5YVC5rceXXKjf0jp5IbDtH,Naked Spirit (featuring Djivan Gasparyan),Sainkho Namtchylak,Naked Spirit,Tantric Flow,"A ritualistic blend of meditation, chants, and rare instruments from around the world, creating a sound that transcends genres.",catalog.app/Naked Spirit (featuring Djivan Gasparyan).mp3,4:41
5zaDxPqEyZwERJIHWeJM3x,From me to you,Sainkho Namtchylak,Sacred Planet (From women & man to gods & godnesses),Unwind,"This cinematic and expansive blend fuses saxophone, experimental piano, and orchestral strings to evoke inspiration and the splendor of nature.",catalog.app/From me to you.mp3,3:49
6IwKZKYDefgudE9WZok6yE,My Things,Alpha,Come From Heaven,Inner Roads,"A journey through magical realism, where the extraordinary meets the everyday and belief shapes reality.",catalog.app/My Things.flac,4:09
2WQ8TIvYri6zn8GAqnKEKA,Music for Tundra Pt. 1,Tim Hecker,Haunt Me,Experimental ,"An experimental ambient soundbath, blending doom, metal, and electronic aesthetics with minimal, classical, and progressive tones. ",catalog.app/Music for Tundra Pt. 1.mp3,5:12
1qqaG8BDk2SKpySD9x28Wm,Mountain Eagle - The Black Frame Desert Mix,"Rebolledo,The Novotones,The Black Frame",Mountain Eagle (The Black Frame Desert Mix),Morning Alchemy,"Begin your day with a smooth and expansive serenade featuring a blend of ambient, blues, gospel, and experimental sounds. ",catalog.app/Mountain Eagle - The Black Frame Desert Mix.flac,6:33
7vrjIhJUcv8ZCbF0sLyk35,Mother Whale,"Ekoa,Pata Negra",Mother Whale,Oceanic Feeling,"A gentle drift through dreamy downtempo, ambient jazz, and warm instrumental electronica, melodic, airy, and quietly uplifting.",catalog.app/Mother Whale.flac,5:22
7o9CnzhZW5eAKtUgQgq0zx,Morning Mood,mar-feliz,Morning Mood,Morning Mood,This lighthearted and eclectic compilation invites listeners to embark on a joyful journey across a vibrant ocean of sound.,catalog.app/Morning Mood.flac,1:48
RH8krvAZXJiQeGSViVkLA,Let It Slide,Desmond Cheese,Peace & Quiet,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Let It Slide.flac,3:42
2Sw3LV3GIpTyo7ajEVNuPu,Pimp Floyd,Desmond Cheese,Peace & Quiet,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Pimp Floyd.flac,2:50
4lC2VSRwxt0YcFzoTa9v9g,Morning Glory,Desmond Cheese,Sunrise and Set,Morning Glory,"This relaxed, uplifting compilation weaves soulful sounds into a vibrant tapestry, creating a peaceful yet energizing atmosphere.",catalog.app/Morning Glory.flac,1:45
6wnJAEBeCIX5nd3lbtcc1j,Moonlight Sonata,Ludwig van Beethoven,Moonlight Sonata - Single,Timeless,"A refined blend of ambient jazz and modern classical minimalism, layered with atmospheric textures, spacious, elegant, and quietly emotional.",catalog.app/Moonlight Sonata.mp3,7:27
3eesOz8JolWg6yGd94HxKR,Moon Magic (Chandra) (Part 1 - Alap),Stevin McNamara,Shanti Guitar,Serendipity,"This spacious, melodic ambient selection is ideal as background music for serene moments and gentle, mindful activities.",catalog.app/Moon Magic (Chandra) (Part 1 - Alap).flac,5:08
1XDON2DfDXD94gcef5mXfz,Awake,Tycho,Awake,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible.",catalog.app/Awake.mp3,4:43
slOrkMEBQ4Sg9HUXRAX6p,Montana,Tycho,Awake,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences.",catalog.app/Montana.flac,5:26
kHH80LakAxecO24rUj1Mm,Monagah (Prayer),Mohammed Naiem,Hossam Ramzy Presents: Master of the Arabian Flute,Silent Dream,"This journey blends shamanic rhythms, mystical vibes, and primal sounds to create a deep, meditative atmosphere for relaxation and inner exploration.",catalog.app/Monagah (Prayer).mp3,5:31
1rhk6oTu4RbugSenpjlChn,Molfsee - 2019 remaster,Ulrich Schnauss,Far Away Trains Passing By,Inner Roads,"A journey through magical realism, where the extraordinary meets the everyday and belief shapes reality.",catalog.app/Molfsee - 2019 remaster.flac,8:10
2Os48ZIFVvp1xT2hg8ttN2,Minamata Piano Theme,Ryuichi Sakamoto,Minamata (Original Motion Picture Soundtrack),Slow Splendor,"This delicate compilation blends atmospheric jazz and ethereal electronica, drifting gracefully between the everyday and the sublime.",catalog.app/Minamata Piano Theme.mp3,2:50
9tr38nE2CdXw9vqUNzhHl,Miloli'i Slack Key,Ken Emerson,Slack Key Guitar,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. ",catalog.app/Miloli'i Slack Key.flac,3:27
4UcAAoWPzJ0upv4ocriXdX,Midnight Laughter,"MONKYMAN,Pshiuu",Fable,Deep Distance,"Tune in and drift between worlds, where thoughts and intentions shape reality like a lucid dream, full of possibility.",catalog.app/Midnight Laughter.mp3,5:27
6loHjdjncHiF8iboclHz2I,Midnight Feast,Mr. Scruff,Keep It Unreal (10th Anniversary Analogue Remaster Edition),Inner Roads,"A journey through magical realism, where the extraordinary meets the everyday and belief shapes reality.",catalog.app/Midnight Feast.flac,3:36
R1iO1T1mkBYYpQivYFbvg,Merhaba,Qadir Bijoux,MEWE.,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. ",catalog.app/Merhaba.flac,3:03
43BKxaWgEHAWZdSqj8ZdzE,Menagerie,Baraka,Aquarium,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible.",catalog.app/Menagerie.flac,3:51
1KKqus1MEvYN1uFs1RE7Me,Meditation,Turu Anasi,Meditation,Morning Glory,"This relaxed, uplifting compilation weaves soulful sounds into a vibrant tapestry, creating a peaceful yet energizing atmosphere.",catalog.app/Meditation.flac,8:29
1DRfpORXmYbz19Nebuaxa4,Grow - A COLORS ENCORE,FACESOUL,YSRA,Slow burn,"This collection creates an intimate, sacred space where dusty desert folk meets the deep pulse of a shared heartbeat.",catalog.app/Grow - A COLORS ENCORE.flac,3:27
1zor8jGm3WZIqkKOW7OxuD,Medicine,FACESOUL,YSRA,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible.",catalog.app/Medicine.flac,2:08
650p8DlrZM4VQTkFQLkJQ4,Love,FACESOUL,YSRA,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Love.flac,2:47
6ozNlr41gp1lx4DqWzokpx,Matches - Maugli Remix,"Rapossa,MAUGLI",Matches Remixes,Mystic Love,"This selection blends spiritual downtempo, psychedelic soul, ambient jazz, and cosmic textures, balancing groove and transcendence.",catalog.app/Matches - Maugli Remix.flac,6:17
1j8jkvyaMC20PWQxCLyxEc,Made To Be Wanting - Piano Version,Job Roggeveen,Job Roggeveen plays Happy Camper,Mystic Love,"This selection blends spiritual downtempo, psychedelic soul, ambient jazz, and cosmic textures, balancing groove and transcendence.",catalog.app/Made To Be Wanting - Piano Version.flac,3:03
6EvfvpUCkMcwnbho4YNS4t,Lovesick,Jon Kennedy,14,Inner Roads,"A journey through magical realism, where the extraordinary meets the everyday and belief shapes reality.",catalog.app/Lovesick.flac,3:33
77ZSF31vrLkX9ZmBtX1TME,Epic Dream,Vega Trails,Tremors in the Static,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible.",catalog.app/Epic Dream.mp3,6:18
3yyDUjQC2Q69tQBLaTRrDx,Love Your Grace,Vega Trails,Tremors in the Static,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences.",catalog.app/Love Your Grace.flac,2:32
4911RKerAWEoWcsZZ1jizp,Home,David Helpling,Between Green and Blue,Serendipity,"This spacious, melodic ambient selection is ideal as background music for serene moments and gentle, mindful activities.",catalog.app/Home.flac,1:13
3UNIcdwGGvPwDQCObxKS8u,Worlds,David Helpling,Between Green and Blue,Serendipity,"This spacious, melodic ambient selection is ideal as background music for serene moments and gentle, mindful activities.",catalog.app/Worlds.flac,5:00
1yjCVdFF3Ppd5IXChsyKVc,Loss Of Words,David Helpling,Between Green and Blue,Silent Dream,"This journey blends shamanic rhythms, mystical vibes, and primal sounds to create a deep, meditative atmosphere for relaxation and inner exploration.",catalog.app/Loss Of Words.flac,6:07
4XagHC06AbQeOrLoWcGHET,Loosen,Aly Halpert,Loosen,Mystic Love,"This selection blends spiritual downtempo, psychedelic soul, ambient jazz, and cosmic textures, balancing groove and transcendence.",catalog.app/Loosen.flac,4:44
2IyXUJceaeFEiTmKUDqFir,Look of Love,The Cancel,Look of Love,Samanke,"This playlist is a sun-drenched blend of global soul and cinematic chill, shifting from earthy tribal rhythms to lush, orchestral-electronic horizons.
",catalog.app/Look of Love.flac,1:54
3eJjIKjer4L843MbrDJE8u,London Bridges,Grandbrothers,Open,Morning Mood,This lighthearted and eclectic compilation invites listeners to embark on a joyful journey across a vibrant ocean of sound.,catalog.app/London Bridges.flac,5:17
4RXsWvEExGtiGsT9pGJtnC,Open,Grandbrothers,Open,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Open.flac,3:02
2UahsntZLhekRb2HmgUTTe,Sou Beija Flor,Grandbrothers,Open,Subtle Body,"Ethereal tones and primal rhythms blend to awaken the senses, inviting introspection and connection to the unseen.",catalog.app/Sou Beija Flor.flac,4:08
2L7Zaf4jnR7rOUHVxC21Fk,Ripples,Grandbrothers,Open,Serendipity,"This spacious, melodic ambient selection is ideal as background music for serene moments and gentle, mindful activities.",catalog.app/Ripples.flac,3:25
HGh6LSlNYRYwqASJ4WNGZ,Llum,Sunniai,Five Two Eight,Kosmic Encounters,"A cinematic electronic odyssey, blending shifting tempos and timbres to soundtrack your galactic cruise. Float through this spacial landscape, perfect for a ""non-ordinary"" journey across the stars.",catalog.app/Llum.flac,3:36
5pzDfezLbPOykrn2fpssQq,Llora Yavanna,Barry Walker Jr.,Diaspora Urkontinent,Slow burn,"This collection creates an intimate, sacred space where dusty desert folk meets the deep pulse of a shared heartbeat.",catalog.app/Llora Yavanna.flac,2:53
2Ku0gM23Y1FBiqChs2zMNa,First Life,Barry Walker Jr.,Diaspora Urkontinent,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/First Life.flac,3:10
mSLt5iVB3u6ecvzOPwQUg,Lilacs In The Rain,Junior Mance,Junior,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences.",catalog.app/Lilacs In The Rain.flac,3:39
7vX7sX0WgkfpskDk9bze3c,Like It Is - Remastered,Yusef Lateef,The Blue Yusef Lateef,Easy Motion,"This selection sits in a deep downtempo / atmospheric electronic space, blending trip-hop, dubby ambient house, and hypnotic groove-driven electronica.",catalog.app/Like It Is - Remastered.flac,7:32
nUebD2LsNevvXZ43XLwdV,Life on Earth,"Lord Echo,Mara TK",Harmonies,Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences.",catalog.app/Life on Earth.flac,2:33
13EWuDjhkVIYUjAIQa6FSh,Liberation,Harold van Lennep,Liberation,Morning Glory,"This relaxed, uplifting compilation weaves soulful sounds into a vibrant tapestry, creating a peaceful yet energizing atmosphere.",catalog.app/Liberation.mp3,2:29
1GpWSp7ombydwFay6Z6qFs,There There,Rumpistol,After the Flood,Serendipity,"This spacious, melodic ambient selection is ideal as background music for serene moments and gentle, mindful activities.",catalog.app/There There.flac,5:31
1WwLXmqhVLYyD1LrpyiWjt,Letting Go,Rumpistol,After the Flood,Slow Splendor,"This delicate compilation blends atmospheric jazz and ethereal electronica, drifting gracefully between the everyday and the sublime.",catalog.app/Letting Go.mp3,2:11
6d6Iyg5kyCEv23Kp50ORo4,Gargamel & Cholic,Rumpistol,Rumpistol,Kosmic Encounters,"A cinematic electronic odyssey, blending shifting tempos and timbres to soundtrack your galactic cruise. Float through this spacial landscape, perfect for a ""non-ordinary"" journey across the stars.",catalog.app/Gargamel & Cholic.mp3,5:46
6SXvXrcDdnElZ0R4xUGG1F,Leaf Encoder,Okami (Ọ),Leaf Encoder,Zumurud,"This playlist is a sophisticated blend of Silk Road tradition and modern lounge, weaving together ancient Middle Eastern instruments with deep, rhythmic electronic pulses.",catalog.app/Leaf Encoder.flac,4:09
6PCo6jHfDNgpkYj2mX6dva,Le Chat du Rabbin - Générique début,Le Chat du Rabbin (Bande originale du film),"Olivier Daviaud,Enrico Macias,Amsterdam Klezmer Band",Mystic Love,"This selection blends spiritual downtempo, psychedelic soul, ambient jazz, and cosmic textures, balancing groove and transcendence.",catalog.app/Le Chat du Rabbin - Générique début.flac,2:10
1iZA1XvDCjNUTiXXEeEddZ,Lazin' in My Sleep,Kinloch Nelson,Partly on Time: Recordings (1968-1970),Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences.",catalog.app/Lazin' in My Sleep.flac,1:39
5ubaFgbOeNn0J9BtcuMLoc,Last Walk Around Mirror Lake - Boards of Canada Remix,"Boom Bip,Boards of Canada",Corymb,Inner Roads,"A journey through magical realism, where the extraordinary meets the everyday and belief shapes reality.",catalog.app/Last Walk Around Mirror Lake - Boards of Canada Remix.flac,4:30
4ndr6icm43UNZWa1WMkBKj,Labour,Paradox Interactive,Europa Universalis III: Music of the World,Instrumental Muse,"A serene selection of classical masterpieces, weaving soft, feminine melodies that draw you inward and gently elevate the moment.",catalog.app/Labour.mp3,2:59
1eB0FsVohceXOJ2HgrI6D3,La Vigie,"Sterling Grove,Ellyn Woods,Black Lotus",Parallel Lines,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible.",catalog.app/La Vigie.flac,4:14
6f8eaBNhCM7zbmpCEF4dld,L'entraide - Variation,Zzzzra,L'entraide,Lucid Dreaming,"This journey is a contemplative, ethereal compilation that unfolds at a meditative pace, featuring hypnotic melodies and immersive sound textures.",catalog.app/L'entraide - Variation.flac,5:37
4zGqm2fexc6RLxP39Oc5Y2,Koop Island Blues,"Koop,Ane Brun",Koop Islands,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. ",catalog.app/Koop Island Blues.flac,4:36
4WRYvWavGDcM1WmLEFWcHb,kind zo,"Ulla,Ultrafog",It Means A Lot,Unwind,"This cinematic and expansive blend fuses saxophone, experimental piano, and orchestral strings to evoke inspiration and the splendor of nature.",catalog.app/kind zo.mp3,2:24
63UEzh11Z2ddnHQljquIpO,Introspection - Edit,Laraaji,Introspection (Edit),Subtle Body,"Ethereal tones and primal rhythms blend to awaken the senses, inviting introspection and connection to the unseen.",catalog.app/Introspection - Edit.flac,2:34
4Zx0P9vUAGkcyDluMunfOG,Somewhere Here,"Laraaji,Arji OceAnanda,Dallas Acid",Arrive Without Leaving,Sonic Depths,Dive into an electronic journey where enchanting sounds merge with evocative ambiance and captivating synthesizers. ,catalog.app/Somewhere Here.mp3,7:37
5F1i4gO3moTBgSjGIGIg4G,Full Moon Serenade,"Laraaji,Arji OceAnanda,Dallas Acid",Arrive Without Leaving,Dreams of the Void,"A luminous journey through transcendent ambient and modular synth meditations—cosmic, serene, and deeply immersive.",catalog.app/Full Moon Serenade.mp3,5:42
6vxiJuDJ1wVFJdYSLMNz5k,Unicorns In Paradise,Laraaji,Celestial Music 1978 - 2011,Cosmic Compass,"This selection sits in a spiritual / cosmic ambient space, blending new age synthesis, early electronic minimalism, sacred jazz, and mystical soundscapes.",catalog.app/Unicorns In Paradise.flac,11:14
1UTsyLZZNDAgfKB0yCOJY8,Kalimba (Glimpse),Laraaji,Kalimba,Cosmic Focus,"Let sound guide your attention to what matters most. A compilation designed to enhance focus, clarity, and concentration.",catalog.app/Kalimba (Glimpse).flac,4:01
3uBGrXqAqdbPYNzFMgbhUv,Kalahuayo Yuyay,Los Calchakis,L'art de la flûte de pan andine,Organic Rhythms,"This melodious soundscape showcases guitar in various forms, tabla, and drums, creating a driving, revitalizing, sensual, and expansive experience.",catalog.app/Kalahuayo Yuyay.mp3,3:08
7HNYhoCIRzfs2j0TBFQ94l,Jal,Talvin Singh,Jal,Deep Tea,"A journey of introspection, evoking the serene energy of a sacred temple and the soothing warmth of tea notes that awaken the mind.",catalog.app/Jal.flac,4:43
6IkyFynH5YMbfwIWgxK7PR,Introduction (Titles),Danny Elfman,Edward Scissorhands,Mystic Love,"This selection blends spiritual downtempo, psychedelic soul, ambient jazz, and cosmic textures, balancing groove and transcendence.",catalog.app/Introduction (Titles).flac,2:36
45lB5tAsrHd3sU0rhsJDxt,Intro 808,AxMod,Brooke,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. ",catalog.app/Intro 808.flac,3:53
4SoQN9OkrdKIa0coRXi512,In Plain Sight,Celia Hollander,2nd Draft,Instrumental Muse,"A serene selection of classical masterpieces, weaving soft, feminine melodies that draw you inward and gently elevate the moment.",catalog.app/In Plain Sight.mp3,2:36
2v1uL2ZiQ7r074jJp75vc9,Il était une fois,Nomade,Cat's Eyes,Mystic Love,"This selection blends spiritual downtempo, psychedelic soul, ambient jazz, and cosmic textures, balancing groove and transcendence.",catalog.app/Il était une fois.flac,1:20
3ibyk3iAfWR8HX8ZU7clTW,Ice for Aureliano Buendia,Evgeny Grinko,Ice for Aureliano Buendia (Deluxe Edition),Mystic Love,"This selection blends spiritual downtempo, psychedelic soul, ambient jazz, and cosmic textures, balancing groove and transcendence.",catalog.app/Ice for Aureliano Buendia.flac,4:01
1TCiXUu0UngY9B8aG4rRWg,I'm Still a Man (Lord Have Mercy) - Instrumental,"Willie West,Cold Diamond & Mink",I'm Still a Man (Lord Have Mercy),Soul Flow,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences.",catalog.app/I'm Still a Man (Lord Have Mercy) - Instrumental.flac,3:08
01zuraaixptaiYwfywtgY1,I skyn,Prins Emanuel,Diagonal Musik,Mystic Love,"This selection blends spiritual downtempo, psychedelic soul, ambient jazz, and cosmic textures, balancing groove and transcendence.",catalog.app/I skyn.flac,3:29
4nDu2bxAdDRXxxcr2TgszD,Vinden,Prins Emanuel,Diagonal Musik,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Vinden.flac,2:58
5SEH6wSt8uqCUJYjNNC3zO,I Am the Light,Zen That Beat,Yoga: Volume One,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible.",catalog.app/I Am the Light.flac,4:43
1stMti3yOA84e9c49Pmqzy,i (elation),Orpheo McCord,music for ketamine therapy vol. 1,Kosmic Encounters,"A cinematic electronic odyssey, blending shifting tempos and timbres to soundtrack your galactic cruise. Float through this spacial landscape, perfect for a ""non-ordinary"" journey across the stars.",catalog.app/i (elation).mp3,6:51
4FyV6dNJ1n75xEpHiIYk5Y,iii (dust),Orpheo McCord,music for ketamine therapy vol. 1,Subtle Body,"Ethereal tones and primal rhythms blend to awaken the senses, inviting introspection and connection to the unseen.",catalog.app/iii (dust).flac,4:52
74zGIRkLl32cEZWNEt6cwZ,House,Ulla Straus,Big Room,Unseen Worlds,This compilation draws inspiration from spiritual musical traditions worldwide and the transformative healing power of the drum.,catalog.app/House.mp3,5:13
6HijFV496wKhGkZpvZOGt0,Horizon - Poolside Remix,"Tycho,Poolside",Horizon (Poolside Remix),Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. ",catalog.app/Horizon - Poolside Remix.flac,5:51
2Nsut5cdXEvSgpBfVrOtWt,Heavenly,Elise Magnefold,Heavenly,Sonic Prayer,"Sacred chants, Indian ragas, and shamanic trance merge in a traditional-modern mix designed to soothe the soul.",catalog.app/Heavenly.flac,2:58
7eL03XZKZJnlyuTQoLQXSq,Happy Easters,Gareth Dickson,Quite A Way Away,Transition,"By embracing the feelings that align with our deepest truths, we unlock the power to manifest what we believe is possible. ",catalog.app/Happy Easters.flac,5:56
